TAZ,HU_SF,HU_MF,HU_OTH
2728,19.0,0.0,0.0
2729,14.0,0.0,0.0
2730,8.0,0.0,0.0
2731,42.0,0.0,0.0
2732,42.0,0.0,0.0
2733,29.0,0.0,0.0
2734,36.0,0.0,0.0
2735,11.0,0.0,0.0
2736,65.0,0.0,0.0
2737,39.0,0.0,0.0
2738,20.0,0.0,0.0
2771,392.0,0.0,2.0
2772,126.0,0.0,1.0
2773,10.0,0.0,0.0
2774,2.0,0.0,0.0
2775,0.0,0.0,0.0
2776,2.0,0.0,0.0
2777,0.0,0.0,0.0
2778,1.0,0.0,0.0
2779,13.0,0.0,0.0
2780,6.0,0.0,0.0
2781,0.0,0.0,0.0
2782,0.0,0.0,0.0
2783,0.0,0.0,0.0
2784,35.0,0.0,0.0
2785,8.0,0.0,1.0
2786,24.0,0.0,0.0
2787,30.0,0.0,0.0
2788,0.0,0.0,0.0
2801,3.0,0.0,3.0
2802,41.0,0.0,7.0
2803,56.0,0.0,2.0
2804,177.0,0.0,3.0
2805,108.0,0.0,14.0
2806,93.0,0.0,3.0
2807,30.0,0.0,2.0
2821,60.0,0.0,5.0
2822,401.0,0.0,4.0
2823,51.0,0.0,2.0
2824,90.0,0.0,16.0
2825,339.0,0.0,89.0
2826,529.0,0.0,151.0
2827,114.0,0.0,83.0
2828,110.0,0.0,17.0
2829,134.0,0.0,11.0
2830,153.0,0.0,24.0
2831,208.0,0.0,103.0
2832,137.0,0.0,327.0
2833,36.0,0.0,0.0
2834,249.0,0.0,81.0
2835,247.0,0.0,72.0
2836,27.0,0.0,23.0
2837,25.0,0.0,8.0
2838,113.0,4.0,169.0
2851,510.0,0.0,54.0
2852,98.0,111.0,2.0
2853,437.0,0.0,139.0
2854,442.0,7.0,35.0
2855,0.0,0.0,0.0
