TAZ,HU_SF,HU_MF,HU_OTH
868,19.0,5.89346600559,0.0
869,253.11509289357718,16.230529641312692,0.0
870,61.0,107.0,0.0
871,22.0,0.0,0.0
872,594.0,36.0,0.0
873,370.0,99.0,0.0
874,113.0,143.0,0.0
875,20.0,123.0,0.0
876,199.24800957334318,128.43815506238693,0.0
877,156.67950991786407,50.157062394460326,0.0
878,7.0,6.81120505238,0.0
879,316.21002284606664,150.68077190593334,0.0
880,103.05990558015944,27.81489882984056,0.0
881,1.0,6.0,0.0
882,110.0,100.0,0.0
883,0.0,41.0,0.0
884,1.0,0.0,0.0
885,0.0,0.0,0.0
901,91.16017335185587,0.1390232344433235,129.0
902,22.0,272.0,0.0
903,517.0,0.0,9.0
904,310.0,52.0,0.0
905,603.0,0.0,0.0
906,437.0,0.0,0.0
907,548.0,264.0,0.0
908,347.0,0.0,0.0
909,69.0,132.0,0.0
910,0.0,0.0,0.0
911,413.0,285.0,1.0
912,420.0,45.0,0.0
913,452.0,0.0,0.0
914,0.0,20.0,0.0
915,206.0,0.0,0.0
916,0.0,0.0,0.0
917,8.533911364330022,727.66174670567,2.0
918,400.0,393.0,0.0
919,312.0,48.0,0.0
920,217.0,904.0,0.0
921,0.0,0.0,0.0
922,0.0,0.0,0.0
923,0.0,0.0,0.0
924,19.664109335235022,820.871366770765,0.0
925,380.4422980167418,78.24342442184403,0.0
926,248.0,351.0,0.0
927,0.0,110.0,0.0
928,0.0,192.0,0.0
929,0.0,794.0,4.0
930,0.0,0.0,0.0
931,0.0,0.0,0.0
932,0.0,0.0,0.0
933,0.0,0.0,0.0
934,0.0,0.0,0.0
935,0.0,0.0,0.0
936,0.0,0.0,0.0
937,1.0,0.0,0.0
938,169.97078871379796,0.12683492329965182,0.0
939,200.69599944780248,0.04479274513831835,0.0
940,0.0,0.0,0.0
941,169.1780732870775,60.011460341512034,0.0
942,0.0,0.0,0.0
943,434.3266294975157,359.02102103943196,0.0
944,186.0,856.0,0.0
945,272.66650198720004,376.0,0.0
946,68.0,1189.0,0.0
947,168.0,309.0,0.0
948,78.0,90.0,42.0
949,226.74069388705755,0.42801237048516627,0.0
950,668.2792644489803,20.01305349451206,0.0
951,531.4760472057136,231.8970030426594,0.0
952,437.3118539119754,206.08442756402084,0.0
953,547.0,0.0,0.0
954,106.0,0.0,0.0
955,0.0,0.0,0.0
956,205.0,97.0,2.0
957,120.0,90.0,0.0
971,66.0,961.47017015424,0.0
972,67.72628873014433,75.6789857498677,0.0
973,483.9356486776798,0.09481109500826908,0.0
974,559.291192220713,178.26141240643963,0.0
975,543.5733085082317,357.82906658497075,0.0
976,57.0,0.0,0.0
977,8.0,0.0,0.0
978,0.0,0.0,0.0
979,1.0,840.0,1.0
980,103.0,93.0,0.0
981,191.7224574940684,0.3039252913579631,0.0
982,370.87604302680563,168.63559688110604,0.0
983,331.3678801746968,553.404901237076,0.0
984,516.5373964477443,251.2772574810704,86.0
985,167.99712963168,286.0,0.0
986,145.0,250.0,0.0
987,193.0,161.0,0.0
988,0.0,0.0,0.0
989,0.0,0.0,0.0
990,0.0,0.0,0.0
991,0.0,0.0,0.0
992,270.0,65.0,0.0
993,170.83694692855622,22.598442408679173,0.0
994,446.1102590039735,154.58631297912302,0.0
995,546.7470898044555,264.30906026558813,0.0
996,365.0,0.0,0.0
997,243.58085924576,8.0,0.0
998,140.3600920912,0.0,0.0
999,495.9333104773941,412.1501093243685,2.0
1000,210.75973001184,0.0,0.0
1001,0.0,0.0,0.0
1002,0.0,0.0,0.0
1003,0.0,0.0,0.0
1004,293.0671291348251,45.23919307004315,0.0
1005,39.20059244915963,0.7886317981521469,0.0
1006,163.6229887041037,935.8123832823318,0.0
1007,587.7900043749013,382.43698732292575,0.0
1008,634.0902917902013,0.1988832792878996,0.0
1009,251.2836505997064,57.49355697647082,0.0
1010,141.28491638687998,148.0,0.0
1011,394.0,158.0,0.0
1012,166.0,474.0,0.0
1013,0.0,0.0,0.0
1014,465.0,0.0,0.0
1015,231.0,83.0,180.0
1016,308.0,0.0,0.0
1017,338.0,0.0,0.0
1018,535.0,0.0,0.0
1019,665.0,0.0,0.0
1020,970.0,0.0,0.0
1021,0.0,0.0,73.0
1022,0.0,0.0,153.0
1023,530.0,0.0,0.0
1024,483.0,0.0,0.0
1025,228.0,0.0,0.0
1026,0.0,0.0,0.0
1027,1.0,0.0,0.0
1028,207.0,0.0,0.0
1029,170.0,0.0,0.0
1030,295.0,0.0,0.0
1031,0.0,0.0,0.0
1032,1.0,0.0,0.0
1033,6.0,0.0,0.0
1034,324.27148529996794,13.814681794776284,4.0
1035,1.0,0.0,0.0
1036,5.0,0.0,0.0
1037,2.0,0.0,50.0
1038,3.0,0.0,0.0
1039,7.0,0.0,1.0
1040,3.0,0.0,0.0
1041,1.0,0.0,0.0
1042,62.39323453438659,1.3186436502059848,4.3867450746274255
1061,145.43047636121827,25.28513413209735,0.0
1062,542.503763208935,16.28985068625861,0.0
1063,245.73044687800325,630.4876732952149,0.0
1064,223.02721845167594,147.1204874955958,0.0
1065,27.0,3.0,0.0
1066,75.0,132.0,0.0
1067,545.0,33.0,0.0
1068,420.0,609.0,0.0
1069,163.0,0.0,0.0
1070,0.0,0.0,164.0
1071,2.0,10.0,0.0
1072,120.27465970644458,225.21074872704082,0.0
1073,64.55646793134358,65.74374473195664,0.0
1074,77.9793340770911,16.449172098537417,0.0
1075,26.0,46.0,0.0
1076,3.0,13.0,12.0
1077,62.0,97.0,0.0
1078,113.08027330947326,3.620352250331904,0.0
1079,138.33006223168002,511.0,0.0
1080,189.8597233632,167.0,0.0
1081,1.0,0.0,0.0
1082,47.66242593845327,5.300061813909215,1.0
1083,256.54251251988296,205.90128058036086,0.0
1084,318.371155575654,56.49918857301637,0.0
1085,143.62830359603498,158.01939802860517,0.0
1086,232.6196188452766,16.099315276842333,0.0
1087,138.50847648483617,3.3638619368100553,0.0
1088,53.0,50.0,0.0
1089,119.2251187696,0.0,0.0
1090,0.0,252.0,0.0
1091,220.02704299130443,141.67503394879765,0.0
1092,619.1460849460262,84.96472438943589,2.0
1093,743.007233223117,50.05884959252137,0.0
1094,638.8063489759365,13.673819742543614,0.0
1095,566.2627848332071,27.403056821058833,0.0
1096,445.4556026368,8.0,0.0
1097,245.65840178016003,109.0,2.0
1098,389.8263167969004,6.563119933089042,0.0
1099,259.13355765998557,66.00859542955658,95.0
1100,54.0,219.0,0.0
1101,123.0,61.0,0.0
1102,465.0,0.0,0.0
1103,123.0,0.0,0.0
1104,266.0,0.0,0.0
1105,0.0,0.0,66.0
1106,19.52347214736,0.0,2.0
1107,0.0,395.86973971745,0.0
1108,96.21584965927426,75.2557086444519,0.0
1109,181.18549341877866,79.89706775761876,0.0
1110,214.25263448454245,38.85000019902632,2.036048811439715
1111,284.7148371616168,17.897223809391633,0.0
1112,233.3548758121162,178.66975081844382,0.0
1113,344.78387294424385,36.65059958794708,0.0
1114,568.4324625178701,661.2435151734518,0.0
1115,283.17269788707813,543.1133558969475,0.0
1116,0.0,190.0,0.0
1117,308.7244462366018,174.31020807513556,0.0
1118,246.83016266592,365.0,2.0
1119,114.0,865.16038511775,3.0
1120,52.37823043168,731.0,0.0
1121,0.0,0.0,0.0
1122,213.17881420127998,2.0,0.0
1123,388.1085701045068,0.16618835252170622,0.0
1124,0.0,0.0,0.0
1125,257.0,2.0,0.0
1126,129.0,0.0,0.0
1127,333.0,0.0,1.0
1128,3.0,28.0,0.0
1129,4.0,0.0,0.0
1130,0.0,61.77098401416,0.0
1131,102.17993829617537,3.234371795238946,18.0
1132,37.26728122397748,13.49674478228136,0.0
1133,491.184416805273,79.46175611072127,0.0
1134,584.1333318392425,354.6397736980292,0.0
1135,232.4594963717106,79.36123681814641,0.0
1136,534.3792583867192,41.53926764819928,0.0
1137,0.0,134.0,0.0
1138,0.1260333690703994,970.1722269149296,0.0
1139,6.0,593.0,0.0
1140,113.0,0.0,0.0
1141,177.15995123091096,99.57927788067823,0.16989644409080795
1142,175.39437076544297,113.32633427750582,0.8056678072312056
1143,40.64080577157352,43.87788738674517,0.0
1144,65.09925909702,153.0,0.0
1145,270.17435554083886,18.02431867269677,0.30716081134435497
1146,261.94035457112875,0.18708650141862385,1.0548706111326036
1147,430.0,0.0,0.0
1148,0.0,0.0,0.0
1149,0.0,25.96100255832,0.0
1150,11.0,0.0,0.0
1151,7.0,28.690326995360003,0.0
1152,6.0,0.0,0.0
1153,450.34847014103735,67.01750739592856,1.0
1154,448.0,159.0,0.0
1155,60.223749613067184,658.3564727821329,0.0
