parcelid,xcoord_p,ycoord_p,sqft_p,taz_p,block_p,hh_p,stugrad_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
25,6104219.8,2225302.41,20281904.66,2221,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
26,6101037.81,2241619.07,13972434.33,2221,0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27,6100898.61,2251635.02,29656116.11,2221,0,23,0,0,0,0.0,0.0,0.0,0.0,1.0450434246566886,0.0,0.0,0.0,2.068378990555152,3.1134224152118404,0,0,0,0
28,6118309.79,2241519.28,26869985.48,2221,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.068378990555152,2.068378990555152,0,0,0,0
29,6106453.46,2260687.76,3346088.88,2221,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30,6101938.62,2249352.5,430659.35,2221,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
31,6098923.97,2245527.54,4438321.55,2221,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
32,6100965.13,2237654.13,6956859.81,2221,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
33,6100716.94,2249712.95,371259.13,2221,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
34,6103377.85,2248032.93,2555351.33,2221,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
35,6103561.19,2245733.14,7230671.12,2221,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
36,6101106.36,2246833.28,13565655.69,2221,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
37,6121879.47,2235960.52,11769101.36,2221,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
