SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT,HU_tot,OccRate
Fresno County,2022,1010545,991834,327027,18712,204154,81333,142415,78900,72979,145359,132556,109307,106802,83248,57646,,,,,,,,,,,,,,,,,67253,18701,68201,39389,50349,38882,75166,32358,24446,414745,344985,0.947945563
Fresno County,2023,1012524,993782,328642,18742,202610,80397,139124,80375,73853,144237,134341,109844,105446,84715,60191,,,,,,,,,,,,,,,,,68200,18799,67300,39494,50312,38995,75398,32500,24598,415596,353982,0.928414439
Fresno County,2024,1014946,996178,330265,18768,201065,80326,136085,80604,74585,144020,135826,110284,104411,86192,62612,,,,,,,,,,,,,,,,,69199,18999,67138,39694,50424,39089,75584,32596,24694,417417,363213,0.909287388
Fresno County,2025,1017950,999149,331896,18801,199521,81099,132492,80630,75067,142649,137164,111555,103948,87801,65544,,,,,,,,,,,,,,,,,71199,18998,67871,39795,50831,39181,75776,32704,24789,421144,372684,0.890556074
Fresno County,2026,1021347,1002501,334126,18846,197617,82121,128967,80634,75852,141946,138531,112730,103148,89347,68070,,,,,,,,,,,,,,,,,71398,19198,68569,39899,51017,39285,75977,32810,24893,423046,375141,0.890667776
Fresno County,2027,1026804,1007582,336371,19222,195712,82442,126673,80037,77528,141622,139508,115096,102450,90615,70835,,,,,,,,,,,,,,,,,71500,19401,69363,40100,51305,39589,76270,33015,24999,425542,377614,0.890780003
Fresno County,2028,1031856,1012567,338631,19289,193808,82749,124870,78423,79263,142237,139926,117685,101636,91380,73689,,,,,,,,,,,,,,,,,71599,19600,70066,40298,51800,39786,76470,33116,25100,427835,380103,0.890892732
Fresno County,2029,1036756,1017401,340907,19354,191903,83115,123289,77551,79736,143148,140903,119945,100485,92117,76465,,,,,,,,,,,,,,,,,71701,19799,70759,40500,52100,39979,76760,33319,25199,430116,382609,0.891006223
Fresno County,2030,1041675,1022255,343198,19420,189999,83525,121684,76816,79963,143873,140746,122498,100286,92472,79811,,,,,,,,,,,,,,,,,71799,20000,71460,41200,52400,40180,76959,33419,25299,432716,385129,0.891124792
Fresno County,2031,1046716,1027223,344858,19493,189041,83903,120797,75665,80147,145540,140862,124519,100294,92569,82419,,,,,,,,,,,,,,,,,70000,20199,72175,41401,52798,40383,77260,33619,25399,433234,386960,0.891198057
Fresno County,2032,1051845,1032497,346526,19348,188082,84343,120376,74121,79578,147932,140653,126739,100924,92044,85134,,,,,,,,,,,,,,,,,70199,20301,72789,41600,53200,40571,77554,33725,25599,435538,388800,0.891270576
Fresno County,2033,1056904,1037483,348203,19421,187124,84799,120789,72268,78025,150862,140156,128983,101852,91240,87930,,,,,,,,,,,,,,,,,70301,20599,73501,41699,53600,40771,77755,33925,25701,437852,390649,0.891344916
Fresno County,2034,1061745,1042255,349887,19490,186165,85247,121971,69900,77205,152367,140465,130875,102647,90671,90398,,,,,,,,,,,,,,,,,70500,20799,74210,41900,53901,40961,78050,34029,25800,440150,392506,0.89141822
Fresno County,2035,1066607,1047047,351580,19560,185207,85643,123457,67273,76525,153355,139584,132607,104238,90618,93308,,,,,,,,,,,,,,,,,70600,20952,74922,42401,54198,41062,78250,34381,25901,442667,394370,0.891497832
Fresno County,2036,1071499,1051869,352718,19631,186703,85969,124122,66187,75424,154572,139298,134307,105664,90218,95737,,,,,,,,,,,,,,,,,70800,21249,75836,42601,54701,41263,78549,34480,26000,445479,395620,0.891557555
Fresno County,2037,1076440,1056948,353859,19492,188200,86287,124773,65599,73929,155778,139113,135374,108007,89699,97880,,,,,,,,,,,,,,,,,70902,21350,76548,42800,54998,41450,78843,34685,26100,447676,396874,0.891615475
Fresno County,2038,1081240,1061680,355004,19560,189696,86541,125462,65818,72125,156088,139894,135941,110571,89118,99683,,,,,,,,,,,,,,,,,71102,21550,77265,42999,55401,41650,79045,34785,26301,450098,398131,0.891676358
Fresno County,2039,1086054,1066425,356153,19629,191193,86698,126205,66799,69823,155931,141010,137086,112837,88255,101410,,,,,,,,,,,,,,,,,71297,21750,77979,43200,55701,41839,79341,34990,26401,452498,399392,0.891737942
Fresno County,2040,1090818,1071121,357305,19697,192689,86719,126962,68060,67260,155668,141953,137157,115452,88292,103296,,,,,,,,,,,,,,,,,71400,21951,78790,43300,56199,42041,79541,35090,26500,454812,400655,0.891802174
Fresno County,2041,1095433,1075671,358432,19763,193807,86616,127750,68424,66231,154926,143800,137450,117495,88441,104302,,,,,,,,,,,,,,,,,71600,22151,79402,43500,56500,42230,79840,35290,26602,457115,401894,0.891857057
Fresno County,2042,1099863,1080086,359562,19777,194924,86464,128471,68781,65684,153011,146344,137403,119711,89111,104883,,,,,,,,,,,,,,,,,71901,22250,80115,43700,56899,42420,80036,35393,26701,459415,403137,0.891910194
Fresno County,2043,1104105,1084268,360695,19837,196042,86233,129120,69180,65943,149798,149421,137067,121956,90041,105347,,,,,,,,,,,,,,,,,72201,22449,80831,43902,57201,42519,80235,35596,26801,461735,404384,0.891961601
Fresno County,2044,1107911,1088019,361833,19891,197159,85873,129646,69622,66937,146774,151073,137511,123835,90856,105783,,,,,,,,,,,,,,,,,72300,22551,81644,44000,57598,42711,80430,35700,26901,463835,405635,0.892016221
Fresno County,2045,1111571,1091628,362973,19943,198277,85456,130054,70066,68204,143612,152201,136802,125643,92463,107071,,,,,,,,,,,,,,,,,72498,22750,82459,44202,58001,42809,80629,35799,27002,466149,406888,0.892071037
Fresno County,2046,1114937,1094946,363889,19991,198491,85002,130358,70512,68562,141532,153515,136626,127336,93834,107660,,,,,,,,,,,,,,,,,72700,22850,83270,44302,58300,43003,80829,35900,27100,468254,407898,0.892107831
Fresno County,2047,1118075,1098076,364808,19998,198705,84576,130481,70966,68909,139518,154778,136519,128397,95998,107934,,,,,,,,,,,,,,,,,72901,23051,83980,44399,58600,43101,81022,36004,27200,470258,408911,0.892145235
Fresno County,2048,1120780,1100743,365728,20037,198919,84107,130443,71396,69279,137959,155107,137314,128938,98292,107946,,,,,,,,,,,,,,,,,73099,23148,84692,44600,59000,43199,81222,36115,27299,472374,409926,0.89218054
Fresno County,2049,1123295,1103223,366651,20073,199133,83643,130242,71798,69702,136628,154931,138405,129978,100252,107716,,,,,,,,,,,,,,,,,73301,23249,85510,44700,59400,43300,81321,36215,27398,474394,410944,0.892216458
Fresno County,2050,1125485,1105382,367576,20104,199347,83225,129871,72141,70108,135268,154592,139282,130002,102574,108421,,,,,,,,,,,,,,,,,73500,23352,86328,44800,59700,43391,81421,36320,27500,476312,411962,0.892257053
Fresno County,2051,1127243,1107114,368194,20129,198617,82850,129373,72430,70502,134494,153720,140975,130135,104257,108506,,,,,,,,,,,,,,,,,73697,23549,87050,44901,60000,43485,81522,36420,27500,478124,412646,0.892275704
Fresno County,2052,1128793,1108642,368812,20151,197888,82558,128746,72643,70899,134179,151672,143335,129936,106086,108738,,,,,,,,,,,,,,,,,73898,23549,87961,45003,60299,43480,81614,36523,27602,479929,413331,0.892292134
Fresno County,2053,1129886,1109719,369432,20166,197158,82286,128005,72761,71264,134659,148291,146160,129421,107905,109133,,,,,,,,,,,,,,,,,74100,23549,88775,45001,60601,43580,81716,36525,27701,481548,414017,0.892311185
Fresno County,2054,1130603,1110427,370052,20177,196429,82084,127192,72732,71582,135892,145082,147561,129637,109344,109498,,,,,,,,,,,,,,,,,74300,23750,89592,45101,60901,43574,81809,36630,27700,483357,414704,0.892328022
Fresno County,2055,1131117,1110933,370674,20184,195699,81971,126361,72582,71840,137358,141714,148411,128799,110819,111263,,,,,,,,,,,,,,,,,74500,23751,90300,45099,61300,43571,81811,36632,27799,484763,415389,0.892353914
Fresno County,2056,1131322,1111135,370503,20187,195156,81931,125560,72324,72046,137896,139401,149403,128407,112084,112268,,,,,,,,,,,,,,,,,74599,23750,91120,45201,61601,43570,81910,36732,27802,486285,415201,0.892346117
Fresno County,2057,1131204,1111018,370332,20185,194613,81935,124740,71986,72164,138400,137134,150307,128063,112769,113707,,,,,,,,,,,,,,,,,74900,23850,92034,45200,61898,43566,81908,36737,27898,487991,415013,0.892338312
Fresno County,2058,1130630,1110453,370161,20177,194070,81893,124677,71949,72128,138330,137064,150230,127998,112712,113649,,,,,,,,,,,,,,,,,75100,23849,92850,45300,62201,43564,81905,36736,27899,489404,414825,0.892330501
Fresno County,2059,1129791,1109626,369990,20165,193527,81832,124584,71896,72074,138227,136963,150119,127903,112629,113565,,,,,,,,,,,,,,,,,75300,23850,93660,45300,62500,43559,81900,36741,27900,490710,414637,0.892322682
Fresno County,2060,1128533,1108386,369819,20147,192984,81741,124446,71816,71994,138073,136810,149952,127760,112503,113438,,,,,,,,,,,,,,,,,75501,23750,94569,45301,62800,43461,81800,36740,28000,491922,414446,0.892321316
Clovis,2022,126960,126533,45318,427,24576,9330,16949,9676,8284,16041,17535,15063,14130,11685,8267,,,,,,,,,,,,,,,,,3654,2494,3910,6923,4167,4830,7392,5705,1478,40553,47255,0.959009629
Clovis,2023,127496,127067,45820,429,24335,9223,16646,9777,8496,15900,17666,15223,14044,11718,8803,,,,,,,,,,,,,,,,,3705,2513,3858,6959,4156,4856,7433,5744,1491,40716,47931,0.955957522
Clovis,2024,128191,127760,46328,431,24093,9279,16222,9910,8820,15819,17620,15390,14076,11817,9239,,,,,,,,,,,,,,,,,3760,2546,3847,7011,4196,4881,7471,5775,1501,40988,48617,0.952917704
Clovis,2025,129054,128619,46841,434,23852,9401,15828,9858,9132,15849,17495,15622,14080,12080,9708,,,,,,,,,,,,,,,,,3760,2552,3887,7046,4282,4905,7509,5807,1510,41258,49312,0.949890493
Clovis,2026,130120,129682,47401,438,23767,9617,15429,9801,9463,15937,17477,15749,14174,12331,10141,,,,,,,,,,,,,,,,,3771,2585,3927,7081,4359,4929,7547,5839,1520,41558,49903,0.949862734
Clovis,2027,131832,131373,47967,459,23683,9693,15257,9813,9810,16143,17446,16244,14211,12604,10611,,,,,,,,,,,,,,,,,3776,2619,3973,7133,4516,4979,7595,5889,1530,42009,50501,0.949822776
Clovis,2028,133418,132953,48539,465,23598,9767,15119,9763,10000,16598,17210,16775,14256,12821,11110,,,,,,,,,,,,,,,,,3782,2652,4013,7186,4686,5016,7633,5921,1540,42429,51106,0.949771064
Clovis,2029,134956,134486,49119,470,23514,9861,14952,9731,10208,16996,17179,17170,14320,12954,11584,,,,,,,,,,,,,,,,,3787,2685,4053,7239,4828,5053,7681,5971,1550,42849,51718,0.949746703
Clovis,2030,136500,136024,49705,476,23429,9974,14834,9701,10212,17585,16996,17550,14450,13115,12083,,,,,,,,,,,,,,,,,3792,2719,4093,7293,4947,5091,7720,6003,1559,43219,52334,0.949764971
Clovis,2031,137712,137232,50134,480,23344,10073,14746,9629,10168,18182,16820,17738,14723,13136,12497,,,,,,,,,,,,,,,,,3803,2753,4134,7346,5024,5129,7769,6054,1569,43581,52787,0.949741414
Clovis,2032,138945,138460,50567,485,23258,10193,14720,9452,10145,18771,16661,17997,14942,13103,12961,,,,,,,,,,,,,,,,,3814,2773,4168,7400,5106,5167,7818,6087,1586,43918,53244,0.949722034
Clovis,2033,140161,139672,51004,489,23173,10318,14862,9165,10069,19220,16618,18244,15196,13096,13371,,,,,,,,,,,,,,,,,3820,2821,4208,7436,5177,5204,7857,6138,1596,44255,53705,0.949706731
Clovis,2034,141325,140832,51444,493,23087,10456,15056,8810,10011,19791,16608,18278,15433,13188,13694,,,,,,,,,,,,,,,,,3830,2855,4248,7490,5230,5243,7906,6171,1606,44579,54170,0.949676943
Clovis,2035,142494,141996,51888,497,23002,10590,15350,8427,9955,20130,16694,18207,15724,13242,14175,,,,,,,,,,,,,,,,,3836,2876,4288,7544,5262,5268,7946,6222,1616,44858,54637,0.94968611
Clovis,2036,143670,143168,52234,501,23304,10725,15452,8316,9882,20451,16813,18213,15882,13360,14576,,,,,,,,,,,,,,,,,3847,2924,4340,7599,5358,5307,7995,6255,1626,45251,55003,0.949657291
Clovis,2037,144857,144352,52584,505,23606,10853,15573,8267,9701,20761,16974,18120,16329,13348,14932,,,,,,,,,,,,,,,,,3852,2945,4380,7654,5405,5345,8045,6307,1636,45569,55372,0.949649642
Clovis,2038,146011,145502,52935,509,23908,10971,15721,8372,9406,20856,17410,17828,16823,13359,15265,,,,,,,,,,,,,,,,,3863,2980,4420,7709,5478,5384,8085,6340,1653,45911,55743,0.949625962
Clovis,2039,147169,146655,53289,513,24210,11076,15890,8528,9046,20999,17791,17760,17182,13389,15506,,,,,,,,,,,,,,,,,3874,3015,4460,7764,5528,5423,8136,6392,1663,46254,56117,0.949605289
Clovis,2040,148314,147796,53645,517,24512,11157,16076,8774,8656,20928,18371,17536,17524,13499,15792,,,,,,,,,,,,,,,,,3879,3050,4506,7801,5605,5462,8176,6426,1673,46578,56491,0.949620293
Clovis,2041,149423,148902,53965,521,24785,11214,16273,8808,8545,20813,19002,17359,17715,13760,15935,,,,,,,,,,,,,,,,,3890,3085,4541,7857,5653,5501,8226,6479,1684,46915,56829,0.949603196
Clovis,2042,150488,149963,54287,525,25057,11251,16474,8848,8494,20604,19616,17195,17971,13965,16071,,,,,,,,,,,,,,,,,3906,3106,4581,7912,5704,5540,8267,6513,1694,47224,57169,0.949588063
Clovis,2043,151508,150980,54610,529,25330,11271,16673,8902,8602,20219,20085,17149,18214,14201,16191,,,,,,,,,,,,,,,,,3923,3142,4621,7969,5735,5567,8308,6566,1704,47533,57511,0.949557476
Clovis,2044,152423,151891,54936,532,25602,11255,16861,8972,8756,19779,20675,17131,18236,14420,16338,,,,,,,,,,,,,,,,,3928,3164,4667,8006,5783,5606,8348,6600,1715,47818,57855,0.949546279
Clovis,2045,153303,152768,55264,535,25875,11226,17030,9051,9000,19309,21018,17214,18159,14698,16598,,,,,,,,,,,,,,,,,3939,3199,4713,8063,5831,5633,8389,6635,1726,48127,58200,0.949553265
Clovis,2046,154112,153575,55503,538,26030,11175,17176,9145,9025,19100,21336,17325,18144,14844,16843,,,,,,,,,,,,,,,,,3950,3221,4758,8101,5858,5673,8431,6669,1736,48398,58453,0.949532103
Clovis,2047,154866,154326,55743,540,26184,11123,17284,9249,9056,18838,21635,17473,18030,15250,16930,,,,,,,,,,,,,,,,,3961,3257,4799,8139,5884,5700,8472,6704,1747,48663,58707,0.949511983
Clovis,2048,155517,154974,55984,543,26339,11059,17364,9356,9099,18612,21700,17898,17712,15692,17027,,,,,,,,,,,,,,,,,3972,3279,4839,8196,5924,5727,8513,6739,1757,48947,58962,0.949492894
Clovis,2049,156122,155577,56226,545,26493,10990,17410,9468,9160,18364,21805,18257,17609,15993,17066,,,,,,,,,,,,,,,,,3983,3302,4885,8235,5954,5754,8544,6774,1768,49199,59218,0.949474822
Clovis,2050,156648,156101,56470,547,26648,10921,17421,9571,9227,18172,21680,18810,17346,16271,17228,,,,,,,,,,,,,,,,,3993,3324,4930,8274,5964,5781,8576,6810,1779,49430,59472,0.949522464
Clovis,2051,157071,156523,56605,548,26592,10857,17391,9668,9306,18040,21501,19401,17119,16397,17391,,,,,,,,,,,,,,,,,4004,3360,4971,8312,5965,5809,8607,6845,1783,49656,59615,0.949509352
Clovis,2052,157443,156894,56740,549,26537,10804,17329,9749,9395,17978,21225,19969,16909,16583,17504,,,,,,,,,,,,,,,,,4015,3369,5022,8352,5962,5823,8638,6880,1794,49855,59759,0.949480413
Clovis,2053,157706,157156,56876,550,26481,10754,17229,9821,9486,18087,20759,20382,16812,16747,17629,,,,,,,,,,,,,,,,,4026,3377,5068,8372,5964,5850,8670,6897,1805,50028,59903,0.949468307
Clovis,2054,157878,157328,57012,551,26426,10716,17112,9861,9578,18256,20238,20908,16733,16702,17775,,,,,,,,,,,,,,,,,4037,3414,5114,8411,5958,5864,8701,6933,1809,50241,60047,0.949456259
Clovis,2055,158002,157451,57149,551,26370,10688,16983,9884,9662,18520,19685,21177,16758,16574,18071,,,,,,,,,,,,,,,,,4048,3422,5154,8431,5963,5879,8723,6950,1820,50389,60189,0.949492432
Clovis,2056,158051,157500,57104,551,26279,10680,16847,9873,9739,18569,19397,21412,16805,16485,18243,,,,,,,,,,,,,,,,,4053,3430,5200,8471,5946,5893,8754,6986,1824,50557,60142,0.949486216
Clovis,2057,158023,157471,57059,551,26188,10677,16702,9845,9797,18630,19052,21621,16883,16314,18502,,,,,,,,,,,,,,,,,4069,3453,5251,8491,5936,5907,8776,7003,1835,50722,60095,0.94947999
Clovis,2058,157885,157334,57014,551,26096,10668,16687,9836,9788,18614,19036,21602,16868,16299,18486,,,,,,,,,,,,,,,,,4080,3461,5297,8531,5909,5921,8797,7019,1840,50857,60048,0.949473754
Clovis,2059,157683,157133,56969,550,26005,10654,16666,9823,9776,18590,19011,21575,16846,16279,18462,,,,,,,,,,,,,,,,,4091,3470,5343,8552,5881,5936,8818,7037,1844,50972,60001,0.949467509
Clovis,2060,157381,156832,56924,549,25914,10634,16634,9805,9757,18555,18975,21533,16814,16247,18427,,,,,,,,,,,,,,,,,4102,3464,5395,8573,5846,5937,8829,7054,1855,51054,59952,0.949492928
Coalinga,2022,17294,12778,4304,4516,2809,1073,1977,1073,1209,3209,2908,2031,2060,1153,601,,,,,,,,,,,,,,,,,254,40,259,322,201,1144,453,259,2080,5012,4688,0.918088737
Coalinga,2023,17294,12778,4327,4516,2780,1072,1912,1103,1192,3106,2956,2046,2045,1245,618,,,,,,,,,,,,,,,,,258,40,256,322,189,1145,454,260,2089,5013,4802,0.901082882
Coalinga,2024,17296,12780,4349,4516,2750,1073,1850,1123,1109,3057,3004,2113,1977,1347,643,,,,,,,,,,,,,,,,,261,40,255,323,184,1146,454,260,2094,5018,4918,0.884302562
Coalinga,2025,17299,12782,4372,4517,2721,1089,1757,1121,1095,2955,3041,2196,1923,1417,705,,,,,,,,,,,,,,,,,261,40,257,324,179,1147,454,260,2098,5022,5036,0.868149325
Coalinga,2026,17333,12807,4401,4526,2677,1093,1691,1168,1067,2785,3119,2273,1872,1517,747,,,,,,,,,,,,,,,,,262,41,260,324,181,1148,455,261,2103,5034,5069,0.868218584
Coalinga,2027,17387,13051,4429,4336,2633,1099,1653,1164,1053,2663,3164,2353,1894,1549,795,,,,,,,,,,,,,,,,,262,41,263,325,180,1154,456,262,2107,5050,5102,0.868090945
Coalinga,2028,17437,13089,4458,4348,2588,1105,1631,1132,1086,2525,3190,2443,1864,1617,844,,,,,,,,,,,,,,,,,263,41,266,326,183,1158,456,262,2112,5066,5135,0.868159688
Coalinga,2029,17485,13125,4488,4360,2544,1113,1624,1090,1109,2379,3256,2489,1891,1640,894,,,,,,,,,,,,,,,,,263,42,268,327,184,1162,457,263,2116,5082,5169,0.868253047
Coalinga,2030,17534,13162,4517,4373,2500,1122,1614,1031,1112,2322,3246,2571,1867,1691,958,,,,,,,,,,,,,,,,,264,42,271,328,185,1165,457,263,2121,5096,5200,0.868653846
Coalinga,2031,17581,13197,4545,4384,2492,1131,1594,991,1160,2249,3185,2674,1837,1740,1020,,,,,,,,,,,,,,,,,264,42,274,329,186,1169,458,264,2125,5112,5233,0.868526658
Coalinga,2032,17629,13474,4574,4155,2484,1140,1603,952,1156,2216,3091,2764,1861,1746,1099,,,,,,,,,,,,,,,,,265,43,276,330,179,1172,459,265,2138,5127,5266,0.868590961
Coalinga,2033,17676,13510,4602,4166,2476,1151,1612,925,1126,2238,3004,2822,1882,1741,1175,,,,,,,,,,,,,,,,,266,43,279,330,181,1176,459,266,2142,5142,5299,0.868465748
Coalinga,2034,17722,13545,4631,4177,2468,1161,1637,902,1084,2186,2969,2879,1953,1688,1264,,,,,,,,,,,,,,,,,266,44,281,331,182,1179,460,266,2146,5156,5332,0.868529632
Coalinga,2035,17767,13579,4660,4188,2460,1170,1646,892,1027,2181,2883,2926,2039,1649,1354,,,,,,,,,,,,,,,,,267,44,284,332,184,1180,461,267,2151,5169,5363,0.868916651
Coalinga,2036,17813,13614,4680,4199,2489,1173,1661,869,988,2206,2725,3011,2117,1611,1452,,,,,,,,,,,,,,,,,267,44,287,333,187,1184,461,267,2155,5186,5386,0.868919421
Coalinga,2037,17859,13860,4700,3999,2519,1178,1673,875,950,2191,2611,3059,2195,1632,1494,,,,,,,,,,,,,,,,,268,44,290,334,187,1187,462,268,2159,5201,5409,0.868922167
Coalinga,2038,17904,13894,4720,4009,2548,1177,1691,881,925,2197,2481,3091,2284,1611,1566,,,,,,,,,,,,,,,,,269,45,293,335,181,1191,463,269,2172,5216,5432,0.86892489
Coalinga,2039,17949,13929,4740,4019,2578,1177,1708,900,903,2183,2344,3163,2330,1639,1602,,,,,,,,,,,,,,,,,269,45,295,336,183,1194,463,270,2176,5231,5455,0.868927589
Coalinga,2040,17993,13964,4760,4029,2607,1172,1727,905,895,2133,2295,3160,2412,1623,1671,,,,,,,,,,,,,,,,,270,45,298,336,185,1198,464,270,2180,5246,5476,0.869247626
Coalinga,2041,18036,13997,4770,4039,2628,1167,1742,915,873,2147,2229,3108,2515,1605,1734,,,,,,,,,,,,,,,,,270,46,301,337,186,1201,465,271,2184,5261,5488,0.869169096
Coalinga,2042,18078,14079,4781,3999,2649,1164,1756,920,880,2110,2203,3025,2607,1634,1778,,,,,,,,,,,,,,,,,272,46,303,338,187,1204,465,271,2188,5275,5500,0.869272727
Coalinga,2043,18117,14109,4791,4008,2670,1159,1769,932,887,2058,2232,2946,2667,1658,1809,,,,,,,,,,,,,,,,,273,46,306,339,190,1205,465,272,2192,5289,5512,0.869194485
Coalinga,2044,18153,14137,4802,4016,2691,1156,1778,942,908,1999,2187,2921,2727,1725,1810,,,,,,,,,,,,,,,,,273,46,309,339,192,1208,466,273,2196,5302,5524,0.86929761
Coalinga,2045,18187,14164,4812,4023,2712,1151,1785,953,914,1937,2189,2845,2780,1807,1826,,,,,,,,,,,,,,,,,274,47,312,340,196,1209,466,273,2200,5316,5535,0.869376694
Coalinga,2046,18218,14188,4822,4030,2720,1144,1790,963,925,1879,2220,2697,2869,1881,1849,,,,,,,,,,,,,,,,,275,47,315,340,196,1212,466,273,2204,5329,5546,0.869455463
Coalinga,2047,18248,14249,4831,3999,2728,1139,1791,977,931,1852,2211,2591,2923,1957,1875,,,,,,,,,,,,,,,,,275,47,318,340,200,1213,466,273,2208,5341,5557,0.869353968
Coalinga,2048,18273,14268,4840,4005,2736,1136,1790,988,944,1837,2221,2470,2959,2039,1890,,,,,,,,,,,,,,,,,276,47,321,341,203,1213,467,274,2212,5354,5568,0.869252874
Coalinga,2049,18296,14287,4850,4010,2744,1130,1786,1002,955,1838,2212,2339,3034,2082,1919,,,,,,,,,,,,,,,,,277,47,324,341,206,1214,466,274,2216,5366,5579,0.869331421
Coalinga,2050,18317,14303,4859,4014,2752,1126,1782,1012,967,1838,2165,2296,3037,2159,1935,,,,,,,,,,,,,,,,,278,47,327,341,209,1214,466,274,2220,5377,5588,0.869541875
Coalinga,2051,18333,14316,4865,4018,2746,1125,1779,1016,978,1828,2183,2235,2989,2254,1947,,,,,,,,,,,,,,,,,278,48,329,341,219,1215,466,274,2216,5387,5595,0.869526363
Coalinga,2052,18348,14327,4871,4021,2740,1125,1770,1022,992,1844,2148,2213,2912,2338,1984,,,,,,,,,,,,,,,,,279,48,333,342,223,1213,465,275,2220,5397,5602,0.869510889
Coalinga,2053,18358,14335,4878,4023,2733,1127,1764,1024,1003,1865,2097,2245,2835,2392,2007,,,,,,,,,,,,,,,,,280,47,336,341,225,1213,465,274,2224,5405,5610,0.869518717
Coalinga,2054,18365,14340,4884,4025,2727,1131,1757,1020,1017,1898,2038,2202,2812,2445,2043,,,,,,,,,,,,,,,,,281,48,339,341,238,1211,465,274,2220,5416,5618,0.869348523
Coalinga,2055,18370,14344,4890,4026,2721,1137,1750,1019,1027,1916,1976,2205,2742,2493,2104,,,,,,,,,,,,,,,,,281,48,341,340,242,1209,464,274,2223,5423,5623,0.86964254
Coalinga,2056,18371,14345,4888,4026,2717,1142,1744,1019,1031,1938,1917,2238,2602,2576,2165,,,,,,,,,,,,,,,,,282,48,344,341,253,1206,464,274,2219,5431,5622,0.86944148
Coalinga,2057,18370,14344,4887,4026,2713,1150,1740,1012,1036,1959,1889,2228,2500,2624,2232,,,,,,,,,,,,,,,,,283,48,348,340,258,1204,463,274,2223,5440,5621,0.869418253
Coalinga,2058,18365,14340,4886,4025,2708,1150,1740,1012,1036,1958,1888,2227,2499,2623,2232,,,,,,,,,,,,,,,,,284,48,351,340,269,1202,462,273,2219,5447,5620,0.869395018
Coalinga,2059,18357,14334,4885,4023,2704,1149,1739,1011,1036,1957,1887,2226,2498,2622,2231,,,,,,,,,,,,,,,,,284,48,354,339,280,1200,461,273,2215,5453,5619,0.869371774
Coalinga,2060,18345,14325,4883,4020,2700,1148,1738,1011,1035,1956,1886,2225,2497,2620,2229,,,,,,,,,,,,,,,,,285,47,357,339,285,1195,460,272,2219,5458,5615,0.869634907
Firebaugh,2022,8417,8403,2238,14,1956,692,1376,762,695,1206,975,916,915,527,353,,,,,,,,,,,,,,,,,139,53,1308,97,62,266,131,100,75,2231,2343,0.955185659
Firebaugh,2023,8413,8399,2252,14,1922,677,1320,776,722,1184,989,917,914,556,359,,,,,,,,,,,,,,,,,141,54,1291,95,0,264,129,99,74,2147,2448,0.919934641
Firebaugh,2024,8413,8399,2266,14,1887,672,1247,771,746,1202,993,912,912,585,373,,,,,,,,,,,,,,,,,143,54,1287,94,0,265,129,99,74,2145,2558,0.885848319
Firebaugh,2025,8413,8399,2280,14,1853,676,1201,779,726,1253,970,903,903,629,373,,,,,,,,,,,,,,,,,143,55,1300,94,0,267,130,100,74,2163,2671,0.853612879
Firebaugh,2026,8450,8436,2295,14,1811,685,1144,800,710,1286,991,897,873,667,397,,,,,,,,,,,,,,,,,143,55,1314,99,0,269,132,103,74,2189,2689,0.853477129
Firebaugh,2027,8509,8495,2311,15,1769,694,1095,800,738,1274,1038,868,894,690,419,,,,,,,,,,,,,,,,,144,56,1329,101,0,277,135,104,78,2224,2707,0.853712597
Firebaugh,2028,8564,8550,2326,15,1728,704,1071,766,757,1307,1064,869,853,746,429,,,,,,,,,,,,,,,,,144,57,1343,102,9,280,137,105,79,2257,2726,0.853264857
Firebaugh,2029,8618,8603,2342,15,1686,716,1068,706,756,1339,1112,866,835,774,446,,,,,,,,,,,,,,,,,144,58,1356,103,19,283,139,106,80,2289,2745,0.853187614
Firebaugh,2030,8671,8657,2358,15,1644,727,1055,685,769,1334,1121,900,835,769,477,,,,,,,,,,,,,,,,,144,59,1369,104,28,286,140,107,81,2319,2761,0.854038392
Firebaugh,2031,8704,8689,2366,15,1624,736,1006,686,789,1342,1134,896,834,784,498,,,,,,,,,,,,,,,,,145,60,1383,105,34,289,141,109,81,2346,2771,0.853843378
Firebaugh,2032,8737,8722,2375,15,1604,748,995,649,786,1383,1138,909,825,770,533,,,,,,,,,,,,,,,,,145,60,1394,106,40,292,142,109,82,2371,2781,0.854009349
Firebaugh,2033,8769,8754,2384,15,1583,761,998,624,751,1427,1122,926,830,773,557,,,,,,,,,,,,,,,,,145,62,1408,107,45,295,143,111,83,2398,2792,0.853868195
Firebaugh,2034,8800,8785,2392,15,1563,770,1008,615,691,1450,1142,934,828,774,588,,,,,,,,,,,,,,,,,146,62,1421,108,50,297,144,111,84,2424,2803,0.853371388
