MAZ,TAZ,SOI,HH_POP,Base_HH,Base_HU,Base_EMP,HU_SF,HU_MF,HU_OTH,Base_EDU,Base_FOO,Base_GOV,Base_IND,Base_MED,Base_OFC,Base_OTH,Base_RET,Base_AGR,Base_SCHL,Base_ELEM,Base_HS,Base_COLLEGE,PLANNED,GEO_AREA
9341,1801,Reedley,36,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9342,1801,Reedley,44,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9343,1801,Reedley,36,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9344,1801,Reedley,16,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9345,1801,Reedley,49,12,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9346,1801,Reedley,141,34,34,35,0,34,0,35,0,0,0,0,0,0,0,0,303,303,0,0,1,Established
9347,1801,Reedley,12,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9348,1798,Reedley,41,17,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9349,1798,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9350,1798,Reedley,39,16,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9351,1798,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9352,1798,Reedley,4,1,1,8,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,Established
9353,1798,Reedley,41,17,18,2,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Established
9354,1798,Reedley,35,14,15,2,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Established
9355,1798,Reedley,23,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9356,1798,Reedley,76,31,33,1,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9357,1798,Reedley,62,26,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9358,1798,Reedley,4,1,1,19,1,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,1,Established
9359,1798,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9360,1798,Reedley,108,45,47,2,35,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Established
9361,1798,Reedley,110,45,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9362,1798,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Developing
9363,1804,Reedley,44,11,11,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9364,1804,Reedley,113,28,28,20,0,28,0,0,0,0,0,3,12,5,0,0,0,0,0,0,1,Center
9365,1804,Reedley,24,6,6,20,6,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,1,Center
9366,1804,Reedley,36,9,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9367,1804,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9368,1804,Reedley,84,21,21,4,19,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,Center
9369,1804,Reedley,48,12,12,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9370,1804,Reedley,52,13,13,2,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Center
9371,1804,Reedley,60,15,15,1,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9372,1804,Reedley,72,18,18,1,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9373,1804,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9374,1804,Reedley,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9375,1804,Reedley,40,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9376,1804,Reedley,56,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9377,1804,Reedley,72,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9378,1804,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Center
9379,1804,Reedley,72,18,18,3,16,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Center
9380,1804,Reedley,80,20,20,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9381,1804,Reedley,28,7,7,55,4,3,0,0,12,0,0,0,0,0,43,0,0,0,0,0,1,Center
9382,1804,Reedley,40,10,10,9,8,2,0,0,5,0,0,2,0,0,2,0,0,0,0,0,1,Center
9383,1804,Reedley,64,16,16,1,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9384,1804,Reedley,28,7,7,2,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Center
9385,1804,Reedley,24,6,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9386,1804,Reedley,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,Center
9387,1804,Reedley,8,2,2,43,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,Center
9388,1804,Reedley,76,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9389,1804,Reedley,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,356,356,0,0,1,Center
9390,1804,Reedley,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9391,1804,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9392,1804,Reedley,48,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9393,1804,Reedley,40,10,10,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9394,1804,Reedley,44,11,11,3,11,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,Center
9395,1805,Reedley,24,9,10,12,10,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,Center
9396,1805,Reedley,0,0,0,342,0,0,0,33,0,220,6,66,11,0,0,6,0,0,0,0,1,Center
9397,1805,Reedley,44,17,18,16,9,9,0,0,5,0,0,11,0,0,0,0,0,0,0,0,1,Center
9398,1805,Reedley,39,15,16,2,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Center
9399,1805,Reedley,53,20,22,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9400,1805,Reedley,36,14,15,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9401,1805,Reedley,48,18,20,2,18,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Center
9402,1805,Reedley,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,Center
9403,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9404,1805,Reedley,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,Center
9405,1805,Reedley,94,36,39,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9406,1805,Reedley,46,18,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9407,1805,Reedley,29,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9408,1805,Reedley,56,21,23,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9409,1805,Reedley,0,0,0,21,0,0,0,0,0,0,1,0,15,5,0,0,0,0,0,0,1,Center
9410,1805,Reedley,0,0,0,22,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,1,Center
9411,1805,Reedley,34,13,14,10,14,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,Center
9412,1805,Reedley,19,7,8,12,8,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,1,Center
9413,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9414,1805,Reedley,46,18,19,4,11,8,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,Center
9415,1805,Reedley,0,0,0,18,0,0,0,0,0,0,5,0,1,12,0,0,0,0,0,0,1,Center
9416,1805,Reedley,19,7,8,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Center
9417,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Center
9418,1805,Reedley,0,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,Center
9419,1805,Reedley,24,9,10,27,2,8,0,0,1,0,0,0,8,18,0,0,0,0,0,0,1,Center
9420,1805,Reedley,17,6,7,46,3,4,0,0,0,0,28,14,4,0,0,0,0,0,0,0,1,Center
9421,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9422,1805,Reedley,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9423,1805,Reedley,58,22,24,1,20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9424,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9425,1805,Reedley,0,0,0,75,0,0,0,0,15,0,8,2,30,0,20,0,0,0,0,0,1,Center
9426,1805,Reedley,37,14,15,358,5,10,0,0,0,0,0,342,8,0,6,2,0,0,0,0,1,Center
9427,1805,Reedley,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9428,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Center
9429,1805,Reedley,24,9,10,3,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,Center
9430,1805,Reedley,5,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9431,1805,Reedley,49,18,20,1,14,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9432,1805,Reedley,24,9,10,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Center
9433,1805,Reedley,24,9,10,115,10,0,0,0,0,0,0,0,0,7,0,108,0,0,0,0,1,Center
9434,1805,Reedley,24,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9435,1805,Reedley,29,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9436,1805,Reedley,135,51,55,45,0,55,0,0,16,0,0,17,9,0,3,0,0,0,0,0,1,Center
9437,1805,Reedley,5,2,2,75,2,0,0,0,0,0,0,40,21,0,0,14,0,0,0,0,1,Center
9438,1805,Reedley,19,7,8,21,5,3,0,0,0,0,16,0,5,0,0,0,0,0,0,0,1,Center
9439,1805,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Center
9440,1805,Reedley,31,12,13,12,8,5,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,Center
9441,1805,Reedley,34,13,14,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Center
9442,1805,Reedley,19,7,8,11,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,Center
9443,1805,Reedley,17,6,7,142,7,0,0,0,0,0,21,6,0,0,3,112,0,0,0,0,1,Center
9444,1806,Reedley,193,42,42,284,42,0,0,0,0,0,0,4,0,0,0,280,0,0,0,0,1,Established
9445,1806,Reedley,866,187,186,64,91,95,0,51,0,0,0,13,0,0,0,0,726,553,173,0,1,Established
9446,1806,Reedley,74,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9447,1806,Reedley,120,26,26,2,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Established
9448,1806,Reedley,216,47,47,4,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,Established
9449,1806,Reedley,267,58,58,3,58,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,Established
9450,1806,Reedley,106,23,23,1,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9451,1806,Reedley,48,13,13,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9452,1806,Reedley,147,32,32,3,32,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,Established
9453,1806,Reedley,120,26,26,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9454,1807,Reedley,121,33,39,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9455,1807,Reedley,33,9,11,3,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Established
9456,1807,Reedley,57,16,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9457,1807,Reedley,149,41,48,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9458,1807,Reedley,70,20,23,2,16,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9459,1807,Reedley,209,57,67,18,14,53,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1,Established
9460,1807,Reedley,72,21,24,28,22,2,0,0,0,0,0,2,14,0,0,12,0,0,0,0,1,Established
9461,1807,Reedley,225,62,72,0,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9462,1807,Reedley,185,51,60,2,27,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9463,1808,Reedley,57,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9464,1808,Reedley,367,120,120,10,42,78,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,Established
9465,1808,Reedley,84,28,28,2,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9466,1808,Reedley,75,25,25,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9467,1808,Reedley,69,23,23,2,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9468,1808,Reedley,60,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9469,1808,Reedley,42,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9470,1808,Reedley,84,28,28,2,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9471,1808,Reedley,191,62,62,142,0,62,0,0,0,0,0,142,0,0,0,0,0,0,0,0,1,Established
9472,1809,Reedley,68,19,20,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9473,1809,Reedley,61,17,18,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9474,1809,Reedley,48,13,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9475,1809,Reedley,41,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9476,1809,Reedley,17,5,5,29,1,4,0,0,0,18,0,2,0,0,9,0,0,0,0,0,1,Established
9477,1809,Reedley,68,19,20,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9478,1809,Reedley,71,20,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9479,1809,Reedley,271,74,78,73,10,68,0,0,0,0,0,69,4,0,0,0,0,0,0,0,1,Established
9480,1809,Reedley,114,31,33,4,9,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,Established
9481,1809,Reedley,433,119,126,203,66,60,0,201,0,0,0,2,0,0,0,0,393,393,0,0,1,Established
9482,1809,Reedley,65,18,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9483,1809,Reedley,68,19,20,6,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,Established
9484,1809,Reedley,61,17,18,4,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,Established
9485,1809,Reedley,48,13,14,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9486,1809,Reedley,68,19,20,2,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9487,1812,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9488,1812,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Established
9489,1812,Reedley,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,Established
9490,1812,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9491,1835,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Developing
9492,1835,Reedley,36,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Developing
9493,1835,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Developing
9494,1835,Reedley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Developing
9495,1813,Reedley,23,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9496,1813,Reedley,34,10,10,135,10,0,0,135,0,0,0,0,0,0,0,0,604,367,237,0,1,Established
9497,1813,Reedley,153,45,45,1,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9498,1813,Reedley,58,17,17,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9499,1813,Reedley,61,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9500,1813,Reedley,61,18,18,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9501,1813,Reedley,68,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9502,1813,Reedley,65,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9503,1813,Reedley,68,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9504,1813,Reedley,117,35,35,3,23,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Established
9505,1813,Reedley,93,28,28,1,22,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9506,1813,Reedley,68,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9507,1813,Reedley,54,16,16,2,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Established
9508,1813,Reedley,83,25,25,2,23,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9509,1813,Reedley,40,12,12,1,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9510,1813,Reedley,66,20,20,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9511,1813,Reedley,51,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9512,1813,Reedley,61,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9513,1813,Reedley,43,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9514,1813,Reedley,41,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9515,1813,Reedley,66,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9516,1813,Reedley,43,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9517,1813,Reedley,96,29,29,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9518,1814,Reedley,38,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9519,1814,Reedley,54,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9520,1814,Reedley,74,27,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9521,1814,Reedley,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Developing
9522,1814,Reedley,38,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9523,1814,Reedley,38,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9524,1814,Reedley,34,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9525,1814,Reedley,38,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9526,1814,Reedley,122,36,36,1,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9527,1814,Reedley,38,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9528,1814,Reedley,61,18,18,3,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,Established
9529,1814,Reedley,53,19,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9530,1814,Reedley,54,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9531,1815,Reedley,36,11,11,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Established
9532,1815,Reedley,59,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9533,1815,Reedley,268,80,80,3,0,80,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,Established
9534,1815,Reedley,26,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9535,1815,Reedley,103,31,31,4,25,6,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,Established
9536,1815,Reedley,100,30,30,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9537,1815,Reedley,60,18,18,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9538,1815,Reedley,100,30,30,1,14,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Established
9539,1815,Reedley,59,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9540,1815,Reedley,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9541,1815,Reedley,100,30,30,2,14,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Established
9542,1815,Reedley,59,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9543,1815,Reedley,36,11,11,1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Established
9544,1815,Reedley,76,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9545,1815,Reedley,17,5,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9546,1815,Reedley,119,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9547,1815,Reedley,33,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9548,1815,Reedley,59,18,18,2,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Established
9549,1815,Reedley,20,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9550,1816,Reedley,10,3,3,96,3,0,0,0,0,0,67,0,2,2,18,7,0,0,0,0,1,Established
9551,1816,Reedley,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,1,Established
9552,1816,Reedley,10,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9553,1816,Reedley,7,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Developing
9554,1816,Reedley,0,0,0,129,0,0,0,0,0,0,61,0,0,0,0,68,0,0,0,0,1,Established
9555,1455,Fresno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9556,1455,Fresno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9557,1455,Fresno,0,0,0,513,0,0,0,477,6,30,0,0,0,0,0,0,2902,0,0,2902,1,Established
9558,1463,Fresno,42,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9559,1463,Fresno,123,41,41,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Established
9560,1463,Fresno,42,14,14,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9561,1463,Fresno,153,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9562,1463,Fresno,60,20,20,3,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Established
9563,1463,Fresno,78,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9564,1463,Fresno,48,16,16,13,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,Established
9565,1463,Fresno,87,29,29,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Established
9566,1463,Fresno,30,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9567,1463,Fresno,72,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9568,1463,Fresno,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9569,1463,Fresno,87,29,29,7,29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,Established
9570,1463,Fresno,87,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9571,1466,Fresno,75,25,29,1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Established
9572,1466,Fresno,10,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9573,1466,Fresno,153,50,59,20,59,0,0,0,0,0,0,15,0,0,2,3,0,0,0,0,1,Established
9574,1466,Fresno,42,14,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9575,1466,Fresno,172,56,66,4,66,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,Established
9576,1466,Fresno,78,25,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9577,1466,Fresno,42,14,16,6,16,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,Established
9578,1466,Fresno,112,37,43,6,43,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,Established
9579,1466,Fresno,101,33,39,5,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,Established
9580,1466,Fresno,161,53,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9581,1466,Fresno,73,24,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Established
9582,1466,Fresno,73,24,28,4,28,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,Established
9583,1466,Fresno,133,43,51,37,51,0,0,37,0,0,0,0,0,0,0,0,735,735,0,0,1,Established
9584,1466,Fresno,23,8,9,30,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,Established
9585,1466,Fresno,62,20,24,2,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Established
9586,1466,Fresno,169,55,65,18,65,0,0,0,0,0,0,12,2,0,0,4,0,0,0,0,1,Established
